HMDB_ID;Name;Formula;Monoisotopic Molecular Weight (exact_mass);Average Molecular Weight
HMDB42962;TG(15:0/14:0/18:0);C50H96O6;792.7206908;793.2936
HMDB43019;TG(15:0/16:0/16:0);C50H96O6;792.7206908;793.2936
HMDB43857;TG(16:0/15:0/16:0);C50H96O6;792.7206908;793.2936
HMDB04977;Glucosylceramide (d18:1/26:0);C50H97NO8;839.7214191;840.3071
HMDB08786;PC(24:0/P-18:1(11Z));C50H98NO7P;855.708091;856.2894
HMDB08787;PC(24:0/P-18:1(9Z));C50H98NO7P;855.708091;856.2894
HMDB08818;PC(24:1(15Z)/P-18:0);C50H98NO7P;855.708091;856.2894
HMDB11264;PC(P-18:0/24:1(15Z));C50H98NO7P;855.708091;856.2894
HMDB11296;PC(P-18:1(11Z)/24:0);C50H98NO7P;855.708091;856.2894
HMDB11329;PC(P-18:1(9Z)/24:0);C50H98NO7P;855.708091;856.2894
HMDB13438;PC(o-18:2(9Z,12Z)/24:0);C50H98NO7P;855.708091;856.2894
HMDB08059;PC(18:0/24:1(15Z));C50H98NO8P;871.7030056;872.2888
HMDB08091;PC(18:1(11Z)/24:0);C50H98NO8P;871.7030056;872.2888
HMDB08124;PC(18:1(9Z)/24:0);C50H98NO8P;871.7030056;872.2888
HMDB08283;PC(20:0/22:1(13Z));C50H98NO8P;871.7030056;872.2888
HMDB08315;PC(20:1(11Z)/22:0);C50H98NO8P;871.7030056;872.2888
HMDB08538;PC(22:0/20:1(11Z));C50H98NO8P;871.7030056;872.2888
HMDB08569;PC(22:1(13Z)/20:0);C50H98NO8P;871.7030056;872.2888
HMDB08761;PC(24:0/18:1(11Z));C50H98NO8P;871.7030056;872.2888
HMDB08762;PC(24:0/18:1(9Z));C50H98NO8P;871.7030056;872.2888
HMDB08793;PC(24:1(15Z)/18:0);C50H98NO8P;871.7030056;872.2888
HMDB42120;TG(14:0/15:0/o-18:0);C50H98O5;778.7414262;779.3101
HMDB42932;TG(14:0/o-18:0/15:0);C50H98O5;778.7414262;779.3101
HMDB42988;TG(15:0/14:0/o-18:0);C50H98O5;778.7414262;779.3101
HMDB09509;PE(22:0/24:1(15Z));C51H100NO8P;885.7186557;886.3154
HMDB09541;PE(22:1(13Z)/24:0);C51H100NO8P;885.7186557;886.3154
HMDB09733;PE(24:0/22:1(13Z));C51H100NO8P;885.7186557;886.3154
HMDB09765;PE(24:1(15Z)/22:0);C51H100NO8P;885.7186557;886.3154
HMDB07818;DG(24:0/24:0/0:0);C51H100O5;792.7570763;793.3367
HMDB42150;TG(14:0/16:0/o-18:0);C51H100O5;792.7570763;793.3367
HMDB42933;TG(14:0/o-18:0/16:0);C51H100O5;792.7570763;793.3367
HMDB43017;TG(15:0/15:0/o-18:0);C51H100O5;792.7570763;793.3367
HMDB43801;TG(15:0/o-18:0/15:0);C51H100O5;792.7570763;793.3367
HMDB43856;TG(16:0/14:0/o-18:0);C51H100O5;792.7570763;793.3367
HMDB56111;DG(24:0/0:0/24:0);C51H100O5;792.7570763;793.3367
HMDB09508;PE(22:0/24:0);C51H102NO8P;887.7343058;888.3312
HMDB09732;PE(24:0/22:0);C51H102NO8P;887.7343058;888.3312
HMDB39270;Guavin D;C51H38O29;1114.149875;1114.83
HMDB39435;Guavin C;C51H38O30;1130.14479;1130.8294
HMDB15582;Suramin;C51H40N6O23S6;1296.046906;1297.28
HMDB39864;3-O-beta-D-Galactopyranosylcinnamtannin B1;C51H46O23;1026.242988;1026.8971
HMDB35460;YGM 1B;C51H53O27;1097.277421;1097.9503
HMDB37912;Tragopogonsaponin C;C51H72O17;956.4769509;957.1072
HMDB37929;Tragopogonsaponin M;C51H76O16;944.5133364;945.1395
HMDB15015;Sirolimus;C51H79NO13;913.5551416;914.1719
HMDB35750;Ziziphin;C51H80O18;980.5344658;981.1701
HMDB38316;Pisumsaponin I;C51H80O21;1028.51921;1029.1683
HMDB29309;Diosgenin 3-[glucosyl-(1->4)-rhamnosyl-(1->4)-[rhamnosyl-(1->2)]-glucoside];C51H82O21;1030.53486;1031.1842
HMDB35060;Hovenoside G;C51H82O21;1030.53486;1031.1842
HMDB39515;Graecunin E;C51H82O22;1046.529774;1047.1836
HMDB40948;Melongoside K;C51H82O22;1046.529774;1047.1836
HMDB33808;26-Desglucoavenacoside B;C51H82O23;1062.524689;1063.183
HMDB33815;Avenacoside A;C51H82O23;1062.524689;1063.183
HMDB40882;Deltoside;C51H82O23;1062.524689;1063.183
HMDB11127;1,2-Di-(9Z,12Z,15Z-octadecatrienoyl)-3-(Galactosyl-alpha-1-6-Galactosyl-beta-1)-glycerol;C51H84O15;936.581022;937.2037
HMDB33847;Parillin;C51H84O22;1048.545424;1049.1995
HMDB34062;Protodioscin;C51H84O22;1048.545424;1049.1995
HMDB35482;Tuberoside B (Allium tuberosum);C51H84O22;1048.545424;1049.1995
HMDB38617;Trigofoenoside E1;C51H84O22;1048.545424;1049.1995
HMDB35483;Tuberoside C (Allium tuberosum);C51H84O23;1064.540339;1065.1989
HMDB38312;Balanitoside;C51H84O23;1064.540339;1065.1989
HMDB38615;Trigofoenoside F;C51H84O23;1064.540339;1065.1989
HMDB39397;Tuberoside L;C51H84O23;1064.540339;1065.1989
HMDB39482;Trigofoenoside D;C51H84O23;1064.540339;1065.1989
HMDB29769;Isoeruboside B;C51H84O24;1080.535254;1081.1983
HMDB38992;Cistocardin;C51H84O24;1080.535254;1081.1983
HMDB33401;Yayoisaponin C;C51H84O25;1096.530168;1097.1977
HMDB47904;TG(14:1(9Z)/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));C51H84O6;792.6267904;793.2091
HMDB48322;TG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z));C51H84O6;792.6267904;793.2091
HMDB06668;O-(N-acetyl-alpha-neuraminosyl)-(2->3)-O-beta-D-galactopyranosyl-(1->4)-O-2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->3)-O-beta-D-galactopyranosyl-(1->4)-O-2-(acetylamino)-2-deoxy-beta-D-glucopyranosyl-(1->3)-O-beta-D-galactopyranosyl-(1->4)- D-Gluc;C51H85N3O39;1363.47602;1364.2173
HMDB30050;Melongoside P;C51H86O23;1066.555989;1067.2147
HMDB30117;Asparagoside G;C51H86O24;1082.550904;1083.2141
HMDB34083;Tomatoside A;C51H86O24;1082.550904;1083.2141
HMDB31881;Ampeloside Bf1;C51H86O26;1114.540733;1115.2129
HMDB42297;TG(14:0/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z));C51H86O6;794.6424405;795.2249
HMDB42848;TG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z));C51H86O6;794.6424405;795.2249
HMDB47743;TG(14:1(9Z)/14:0/20:5(5Z,8Z,11Z,14Z,17Z));C51H86O6;794.6424405;795.2249
HMDB47897;TG(14:1(9Z)/14:1(9Z)/20:4(5Z,8Z,11Z,14Z));C51H86O6;794.6424405;795.2249
HMDB47903;TG(14:1(9Z)/14:1(9Z)/20:4(8Z,11Z,14Z,17Z));C51H86O6;794.6424405;795.2249
HMDB47925;TG(14:1(9Z)/16:1(9Z)/18:4(6Z,9Z,12Z,15Z));C51H86O6;794.6424405;795.2249
HMDB48161;TG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)/14:1(9Z));C51H86O6;794.6424405;795.2249
HMDB48277;TG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)/16:1(9Z));C51H86O6;794.6424405;795.2249
HMDB48299;TG(14:1(9Z)/20:4(8Z,11Z,14Z,17Z)/14:1(9Z));C51H86O6;794.6424405;795.2249
HMDB48583;TG(16:1(9Z)/14:1(9Z)/18:4(6Z,9Z,12Z,15Z));C51H86O6;794.6424405;795.2249
HMDB09707;PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z));C51H88NO8P;873.6247553;874.2201
HMDB09771;PE(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C51H88NO8P;873.6247553;874.2201
HMDB42087;TG(14:0/14:0/20:5(5Z,8Z,11Z,14Z,17Z));C51H88O6;796.6580905;797.2408
HMDB42290;TG(14:0/14:1(9Z)/20:4(5Z,8Z,11Z,14Z));C51H88O6;796.6580905;797.2408
HMDB42296;TG(14:0/14:1(9Z)/20:4(8Z,11Z,14Z,17Z));C51H88O6;796.6580905;797.2408
HMDB42325;TG(14:0/16:1(9Z)/18:4(6Z,9Z,12Z,15Z));C51H88O6;796.6580905;797.2408
HMDB42638;TG(14:0/20:4(5Z,8Z,11Z,14Z)/14:1(9Z));C51H88O6;796.6580905;797.2408
HMDB42789;TG(14:0/18:4(6Z,9Z,12Z,15Z)/16:1(9Z));C51H88O6;796.6580905;797.2408
HMDB42818;TG(14:0/20:4(8Z,11Z,14Z,17Z)/14:1(9Z));C51H88O6;796.6580905;797.2408
HMDB42841;TG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)/14:0);C51H88O6;796.6580905;797.2408
HMDB44047;TG(16:0/14:1(9Z)/18:4(6Z,9Z,12Z,15Z));C51H88O6;796.6580905;797.2408
HMDB44506;TG(16:0/18:4(6Z,9Z,12Z,15Z)/14:1(9Z));C51H88O6;796.6580905;797.2408
HMDB47736;TG(14:1(9Z)/14:0/20:4(5Z,8Z,11Z,14Z));C51H88O6;796.6580905;797.2408
HMDB47742;TG(14:1(9Z)/14:0/20:4(8Z,11Z,14Z,17Z));C51H88O6;796.6580905;797.2408
HMDB47787;TG(14:1(9Z)/16:0/18:4(6Z,9Z,12Z,15Z));C51H88O6;796.6580905;797.2408
HMDB47890;TG(14:1(9Z)/14:1(9Z)/20:3(5Z,8Z,11Z));C51H88O6;796.6580905;797.2408
HMDB47896;TG(14:1(9Z)/14:1(9Z)/20:3n6);C51H88O6;796.6580905;797.2408
HMDB47917;TG(14:1(9Z)/16:1(9Z)/18:3(6Z,9Z,12Z));C51H88O6;796.6580905;797.2408
HMDB47924;TG(14:1(9Z)/16:1(9Z)/18:3(9Z,12Z,15Z));C51H88O6;796.6580905;797.2408
HMDB48000;TG(14:1(9Z)/20:3(5Z,8Z,11Z)/14:1(9Z));C51H88O6;796.6580905;797.2408
HMDB48093;TG(14:1(9Z)/18:3(6Z,9Z,12Z)/16:1(9Z));C51H88O6;796.6580905;797.2408
HMDB48138;TG(14:1(9Z)/20:3n6/14:1(9Z));C51H88O6;796.6580905;797.2408
HMDB48254;TG(14:1(9Z)/18:3(9Z,12Z,15Z)/16:1(9Z));C51H88O6;796.6580905;797.2408
HMDB48429;TG(16:1(9Z)/14:0/18:4(6Z,9Z,12Z,15Z));C51H88O6;796.6580905;797.2408
HMDB48575;TG(16:1(9Z)/14:1(9Z)/18:3(6Z,9Z,12Z));C51H88O6;796.6580905;797.2408
HMDB48582;TG(16:1(9Z)/14:1(9Z)/18:3(9Z,12Z,15Z));C51H88O6;796.6580905;797.2408
HMDB32811;Isofucosterol 3-O-[6-O-Hexadecanoyl-b-D-glucopyranoside];C51H88O7;812.6530052;813.2402
HMDB09641;PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z));C51H90NO8P;875.6404054;876.236
HMDB09674;PE(22:5(7Z,10Z,13Z,16Z,19Z)/24:1(15Z));C51H90NO8P;875.6404054;876.236
HMDB09706;PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:0);C51H90NO8P;875.6404054;876.236
HMDB09738;PE(24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C51H90NO8P;875.6404054;876.236
HMDB09769;PE(24:1(15Z)/22:5(4Z,7Z,10Z,13Z,16Z));C51H90NO8P;875.6404054;876.236
HMDB09770;PE(24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z));C51H90NO8P;875.6404054;876.236
HMDB06728;CE(24:1(15Z));C51H90O2;734.6940821;735.2591
HMDB42080;TG(14:0/14:0/20:4(5Z,8Z,11Z,14Z));C51H90O6;798.6737406;799.2567
HMDB42086;TG(14:0/14:0/20:4(8Z,11Z,14Z,17Z));C51H90O6;798.6737406;799.2567
HMDB42145;TG(14:0/16:0/18:4(6Z,9Z,12Z,15Z));C51H90O6;798.6737406;799.2567
HMDB42283;TG(14:0/14:1(9Z)/20:3(5Z,8Z,11Z));C51H90O6;798.6737406;799.2567
HMDB42289;TG(14:0/14:1(9Z)/20:3n6);C51H90O6;798.6737406;799.2567
HMDB42317;TG(14:0/16:1(9Z)/18:3(6Z,9Z,12Z));C51H90O6;798.6737406;799.2567
HMDB42324;TG(14:0/16:1(9Z)/18:3(9Z,12Z,15Z));C51H90O6;798.6737406;799.2567
HMDB42428;TG(14:0/20:3(5Z,8Z,11Z)/14:1(9Z));C51H90O6;798.6737406;799.2567
HMDB42549;TG(14:0/18:3(6Z,9Z,12Z)/16:1(9Z));C51H90O6;798.6737406;799.2567
HMDB42608;TG(14:0/20:3n6/14:1(9Z));C51H90O6;798.6737406;799.2567
HMDB42631;TG(14:0/20:4(5Z,8Z,11Z,14Z)/14:0);C51H90O6;798.6737406;799.2567
HMDB42759;TG(14:0/18:3(9Z,12Z,15Z)/16:1(9Z));C51H90O6;798.6737406;799.2567
HMDB42783;TG(14:0/18:4(6Z,9Z,12Z,15Z)/16:0);C51H90O6;798.6737406;799.2567
HMDB42811;TG(14:0/20:4(8Z,11Z,14Z,17Z)/14:0);C51H90O6;798.6737406;799.2567
HMDB43012;TG(15:0/15:0/18:4(6Z,9Z,12Z,15Z));C51H90O6;798.6737406;799.2567
HMDB43656;TG(15:0/18:4(6Z,9Z,12Z,15Z)/15:0);C51H90O6;798.6737406;799.2567
HMDB43851;TG(16:0/14:0/18:4(6Z,9Z,12Z,15Z));C51H90O6;798.6737406;799.2567
HMDB44039;TG(16:0/14:1(9Z)/18:3(6Z,9Z,12Z));C51H90O6;798.6737406;799.2567
HMDB44046;TG(16:0/14:1(9Z)/18:3(9Z,12Z,15Z));C51H90O6;798.6737406;799.2567
HMDB44282;TG(16:0/18:3(6Z,9Z,12Z)/14:1(9Z));C51H90O6;798.6737406;799.2567
HMDB44478;TG(16:0/18:3(9Z,12Z,15Z)/14:1(9Z));C51H90O6;798.6737406;799.2567
HMDB47729;TG(14:1(9Z)/14:0/20:3(5Z,8Z,11Z));C51H90O6;798.6737406;799.2567
HMDB47735;TG(14:1(9Z)/14:0/20:3n6);C51H90O6;798.6737406;799.2567
HMDB47779;TG(14:1(9Z)/16:0/18:3(6Z,9Z,12Z));C51H90O6;798.6737406;799.2567
HMDB47786;TG(14:1(9Z)/16:0/18:3(9Z,12Z,15Z));C51H90O6;798.6737406;799.2567
HMDB48421;TG(16:1(9Z)/14:0/18:3(6Z,9Z,12Z));C51H90O6;798.6737406;799.2567
HMDB48428;TG(16:1(9Z)/14:0/18:3(9Z,12Z,15Z));C51H90O6;798.6737406;799.2567
HMDB30836;Sitoindoside I;C51H90O7;814.6686552;815.2561
HMDB09607;PE(22:4(7Z,10Z,13Z,16Z)/24:1(15Z));C51H92NO8P;877.6560554;878.2518
HMDB09640;PE(22:5(4Z,7Z,10Z,13Z,16Z)/24:0);C51H92NO8P;877.6560554;878.2518
HMDB09673;PE(22:5(7Z,10Z,13Z,16Z,19Z)/24:0);C51H92NO8P;877.6560554;878.2518
HMDB09736;PE(24:0/22:5(4Z,7Z,10Z,13Z,16Z));C51H92NO8P;877.6560554;878.2518
HMDB09737;PE(24:0/22:5(7Z,10Z,13Z,16Z,19Z));C51H92NO8P;877.6560554;878.2518
HMDB09768;PE(24:1(15Z)/22:4(7Z,10Z,13Z,16Z));C51H92NO8P;877.6560554;878.2518
HMDB10376;CE(24:0);C51H92O2;736.7097322;737.275
HMDB39288;beta-Sitosterol behenate;C51H92O2;736.7097322;737.275
HMDB05432;TG(16:1(9Z)/16:1(9Z)/16:1(9Z))[iso] ;C51H92O6;800.6893907;801.2726
HMDB10422;TG(16:1(9Z)/14:0/18:2(9Z,12Z))[iso6];C51H92O6;800.6893907;801.2726
HMDB42073;TG(14:0/14:0/20:3(5Z,8Z,11Z));C51H92O6;800.6893907;801.2726
HMDB42079;TG(14:0/14:0/20:3n6);C51H92O6;800.6893907;801.2726
HMDB42137;TG(14:0/16:0/18:3(6Z,9Z,12Z));C51H92O6;800.6893907;801.2726
HMDB42144;TG(14:0/16:0/18:3(9Z,12Z,15Z));C51H92O6;800.6893907;801.2726
HMDB42421;TG(14:0/20:3(5Z,8Z,11Z)/14:0);C51H92O6;800.6893907;801.2726
HMDB42543;TG(14:0/18:3(6Z,9Z,12Z)/16:0);C51H92O6;800.6893907;801.2726
HMDB42601;TG(14:0/20:3n6/14:0);C51H92O6;800.6893907;801.2726
HMDB42753;TG(14:0/18:3(9Z,12Z,15Z)/16:0);C51H92O6;800.6893907;801.2726
HMDB43004;TG(15:0/15:0/18:3(6Z,9Z,12Z));C51H92O6;800.6893907;801.2726
HMDB43011;TG(15:0/15:0/18:3(9Z,12Z,15Z));C51H92O6;800.6893907;801.2726
HMDB43177;TG(15:0/14:1(9Z)/18:2(9Z,12Z));C51H92O6;800.6893907;801.2726
HMDB43179;TG(15:0/14:1(9Z)/20:2n6);C51H92O6;800.6893907;801.2726
HMDB43401;TG(15:0/18:2(9Z,12Z)/14:1(9Z));C51H92O6;800.6893907;801.2726
HMDB43424;TG(15:0/18:3(6Z,9Z,12Z)/15:0);C51H92O6;800.6893907;801.2726
HMDB43459;TG(15:0/20:2n6/14:1(9Z));C51H92O6;800.6893907;801.2726
HMDB43627;TG(15:0/18:3(9Z,12Z,15Z)/15:0);C51H92O6;800.6893907;801.2726
HMDB43843;TG(16:0/14:0/18:3(6Z,9Z,12Z));C51H92O6;800.6893907;801.2726
HMDB43850;TG(16:0/14:0/18:3(9Z,12Z,15Z));C51H92O6;800.6893907;801.2726
HMDB47755;TG(14:1(9Z)/15:0/18:2(9Z,12Z));C51H92O6;800.6893907;801.2726
HMDB47757;TG(14:1(9Z)/15:0/20:2n6);C51H92O6;800.6893907;801.2726
HMDB47889;TG(14:1(9Z)/14:1(9Z)/20:1(11Z));C51H92O6;800.6893907;801.2726
HMDB47910;TG(14:1(9Z)/16:1(9Z)/18:1(11Z));C51H92O6;800.6893907;801.2726
HMDB47911;TG(14:1(9Z)/16:1(9Z)/18:1(9Z));C51H92O6;800.6893907;801.2726
HMDB47932;TG(14:1(9Z)/18:1(11Z)/16:1(9Z));C51H92O6;800.6893907;801.2726
HMDB47955;TG(14:1(9Z)/18:1(9Z)/16:1(9Z));C51H92O6;800.6893907;801.2726
HMDB47977;TG(14:1(9Z)/20:1(11Z)/14:1(9Z));C51H92O6;800.6893907;801.2726
HMDB48568;TG(16:1(9Z)/14:1(9Z)/18:1(11Z));C51H92O6;800.6893907;801.2726
HMDB48569;TG(16:1(9Z)/14:1(9Z)/18:1(9Z));C51H92O6;800.6893907;801.2726
HMDB09606;PE(22:4(7Z,10Z,13Z,16Z)/24:0);C51H94NO8P;879.6717055;880.2677
HMDB09735;PE(24:0/22:4(7Z,10Z,13Z,16Z));C51H94NO8P;879.6717055;880.2677
HMDB05376;TG(16:0/16:1(9Z)/16:1(9Z))[iso3];C51H94O6;802.7050407;803.2885
HMDB10415;TG(16:0/14:0/18:2(9Z,12Z))[iso6];C51H94O6;802.7050407;803.2885
HMDB10420;TG(16:1(9Z)/14:0/18:1(11Z))[iso6];C51H94O6;802.7050407;803.2885
HMDB10421;TG(16:1(9Z)/14:0/18:1(9Z))[iso6];C51H94O6;802.7050407;803.2885
HMDB36341;15-Palmitoylsolamin;C51H94O6;802.7050407;803.2885
HMDB42106;TG(14:0/15:0/18:2(9Z,12Z));C51H94O6;802.7050407;803.2885
HMDB42108;TG(14:0/15:0/20:2n6);C51H94O6;802.7050407;803.2885
HMDB42282;TG(14:0/14:1(9Z)/20:1(11Z));C51H94O6;802.7050407;803.2885
HMDB42310;TG(14:0/16:1(9Z)/18:1(11Z));C51H94O6;802.7050407;803.2885
HMDB42311;TG(14:0/16:1(9Z)/18:1(9Z));C51H94O6;802.7050407;803.2885
HMDB42339;TG(14:0/18:1(11Z)/16:1(9Z));C51H94O6;802.7050407;803.2885
HMDB42369;TG(14:0/18:1(9Z)/16:1(9Z));C51H94O6;802.7050407;803.2885
HMDB42398;TG(14:0/20:1(11Z)/14:1(9Z));C51H94O6;802.7050407;803.2885
HMDB42512;TG(14:0/18:2(9Z,12Z)/15:0);C51H94O6;802.7050407;803.2885
HMDB42572;TG(14:0/20:2n6/15:0);C51H94O6;802.7050407;803.2885
HMDB42974;TG(15:0/14:0/18:2(9Z,12Z));C51H94O6;802.7050407;803.2885
HMDB42976;TG(15:0/14:0/20:2n6);C51H94O6;802.7050407;803.2885
HMDB44032;TG(16:0/14:1(9Z)/18:1(11Z));C51H94O6;802.7050407;803.2885
HMDB44033;TG(16:0/14:1(9Z)/18:1(9Z));C51H94O6;802.7050407;803.2885
HMDB44086;TG(16:0/18:1(11Z)/14:1(9Z));C51H94O6;802.7050407;803.2885
HMDB44114;TG(16:0/18:1(9Z)/14:1(9Z));C51H94O6;802.7050407;803.2885
HMDB44862;TG(18:0/14:1(9Z)/16:1(9Z));C51H94O6;802.7050407;803.2885
HMDB44888;TG(18:0/16:1(9Z)/14:1(9Z));C51H94O6;802.7050407;803.2885
HMDB45662;TG(20:0/14:1(9Z)/14:1(9Z));C51H94O6;802.7050407;803.2885
HMDB47728;TG(14:1(9Z)/14:0/20:1(11Z));C51H94O6;802.7050407;803.2885
HMDB47772;TG(14:1(9Z)/16:0/18:1(11Z));C51H94O6;802.7050407;803.2885
HMDB47773;TG(14:1(9Z)/16:0/18:1(9Z));C51H94O6;802.7050407;803.2885
HMDB47794;TG(14:1(9Z)/18:0/16:1(9Z));C51H94O6;802.7050407;803.2885
HMDB47816;TG(14:1(9Z)/20:0/14:1(9Z));C51H94O6;802.7050407;803.2885
HMDB48457;TG(16:1(9Z)/16:0/16:1(9Z));C51H94O6;802.7050407;803.2885
HMDB09575;PE(22:2(13Z,16Z)/24:1(15Z));C51H96NO8P;881.6873556;882.2836
HMDB09767;PE(24:1(15Z)/22:2(13Z,16Z));C51H96NO8P;881.6873556;882.2836
HMDB11132;1,2-Dioctadecanoyl-3-(galactosyl-B-1-6-galactosyl-B-1)-glycerol;C51H96O15;948.6749224;949.2989
HMDB07848;DG(24:1(15Z)/24:1(15Z)/0:0);C51H96O5;788.7257762;789.3049
HMDB47930;TG(14:1(9Z)/16:1(9Z)/o-18:0);C51H96O5;788.7257762;789.3049
HMDB48392;TG(14:1(9Z)/o-18:0/16:1(9Z));C51H96O5;788.7257762;789.3049
HMDB48588;TG(16:1(9Z)/14:1(9Z)/o-18:0);C51H96O5;788.7257762;789.3049
HMDB56267;DG(24:1n9/0:0/24:1n9);C51H96O5;788.7257762;789.3049
HMDB05359;TG(16:0/16:0/16:1(9Z))[iso3];C51H96O6;804.7206908;805.3043
HMDB10414;TG(16:0/14:0/18:1(9Z))[iso6];C51H96O6;804.7206908;805.3043
HMDB10426;TG(18:0/14:0/16:1(9Z))[iso6];C51H96O6;804.7206908;805.3043
HMDB42072;TG(14:0/14:0/20:1(11Z));C51H96O6;804.7206908;805.3043
HMDB42130;TG(14:0/16:0/18:1(11Z));C51H96O6;804.7206908;805.3043
HMDB42131;TG(14:0/16:0/18:1(9Z));C51H96O6;804.7206908;805.3043
HMDB42159;TG(14:0/18:0/16:1(9Z));C51H96O6;804.7206908;805.3043
HMDB42188;TG(14:0/20:0/14:1(9Z));C51H96O6;804.7206908;805.3043
HMDB42275;TG(14:0/14:1(9Z)/20:0);C51H96O6;804.7206908;805.3043
HMDB42304;TG(14:0/16:1(9Z)/18:0);C51H96O6;804.7206908;805.3043
HMDB42333;TG(14:0/18:1(11Z)/16:0);C51H96O6;804.7206908;805.3043
HMDB42363;TG(14:0/18:1(9Z)/16:0);C51H96O6;804.7206908;805.3043
HMDB42391;TG(14:0/20:1(11Z)/14:0);C51H96O6;804.7206908;805.3043
HMDB42997;TG(15:0/15:0/18:1(11Z));C51H96O6;804.7206908;805.3043
HMDB42998;TG(15:0/15:0/18:1(9Z));C51H96O6;804.7206908;805.3043
HMDB43221;TG(15:0/18:1(11Z)/15:0);C51H96O6;804.7206908;805.3043
HMDB43250;TG(15:0/18:1(9Z)/15:0);C51H96O6;804.7206908;805.3043
HMDB43836;TG(16:0/14:0/18:1(11Z));C51H96O6;804.7206908;805.3043
HMDB43918;TG(16:0/18:0/14:1(9Z));C51H96O6;804.7206908;805.3043
HMDB44026;TG(16:0/14:1(9Z)/18:0);C51H96O6;804.7206908;805.3043
HMDB44053;TG(16:0/16:1(9Z)/16:0);C51H96O6;804.7206908;805.3043
HMDB44726;TG(18:0/16:0/14:1(9Z));C51H96O6;804.7206908;805.3043
HMDB45480;TG(20:0/14:0/14:1(9Z));C51H96O6;804.7206908;805.3043
HMDB09542;PE(22:1(13Z)/24:1(15Z));C51H98NO8P;883.7030056;884.2995
HMDB09574;PE(22:2(13Z,16Z)/24:0);C51H98NO8P;883.7030056;884.2995
HMDB09734;PE(24:0/22:2(13Z,16Z));C51H98NO8P;883.7030056;884.2995
HMDB09766;PE(24:1(15Z)/22:1(13Z));C51H98NO8P;883.7030056;884.2995
HMDB07819;DG(24:0/24:1(15Z)/0:0);C51H98O5;790.7414262;791.3208
HMDB07847;DG(24:1(15Z)/24:0/0:0);C51H98O5;790.7414262;791.3208
HMDB42330;TG(14:0/16:1(9Z)/o-18:0);C51H98O5;790.7414262;791.3208
HMDB42939;TG(14:0/o-18:0/16:1(9Z));C51H98O5;790.7414262;791.3208
HMDB44052;TG(16:0/14:1(9Z)/o-18:0);C51H98O5;790.7414262;791.3208
HMDB44646;TG(16:0/o-18:0/14:1(9Z));C51H98O5;790.7414262;791.3208
HMDB47792;TG(14:1(9Z)/16:0/o-18:0);C51H98O5;790.7414262;791.3208
HMDB48434;TG(16:1(9Z)/14:0/o-18:0);C51H98O5;790.7414262;791.3208
HMDB56119;DG(24:0/0:0/24:1n9);C51H98O5;790.7414262;791.3208
HMDB05356;TG(16:0/16:0/16:0)[iso];C51H98O6;806.7363409;807.3202
HMDB10413;TG(16:0/14:0/18:0)[iso6];C51H98O6;806.7363409;807.3202
HMDB42065;TG(14:0/14:0/20:0);C51H98O6;806.7363409;807.3202
HMDB42124;TG(14:0/16:0/18:0);C51H98O6;806.7363409;807.3202
HMDB42153;TG(14:0/18:0/16:0);C51H98O6;806.7363409;807.3202
HMDB42181;TG(14:0/20:0/14:0);C51H98O6;806.7363409;807.3202
HMDB42991;TG(15:0/15:0/18:0);C51H98O6;806.7363409;807.3202
HMDB43047;TG(15:0/18:0/15:0);C51H98O6;806.7363409;807.3202
HMDB13449;PC(o-22:0/22:3(10Z,13Z,16Z));C52H100NO7P;881.7237411;882.3267
HMDB13452;PC(o-22:1(13Z)/22:2(13Z,16Z));C52H100NO7P;881.7237411;882.3267
HMDB08323;PC(20:1(11Z)/24:1(15Z));C52H100NO8P;897.7186557;898.3261
HMDB08355;PC(20:2(11Z,14Z)/24:0);C52H100NO8P;897.7186557;898.3261
HMDB08547;PC(22:0/22:2(13Z,16Z));C52H100NO8P;897.7186557;898.3261
HMDB08578;PC(22:1(13Z)/22:1(13Z));C52H100NO8P;897.7186557;898.3261
HMDB08610;PC(22:2(13Z,16Z)/22:0);C52H100NO8P;897.7186557;898.3261
HMDB08769;PC(24:0/20:2(11Z,14Z));C52H100NO8P;897.7186557;898.3261
HMDB08801;PC(24:1(15Z)/20:1(11Z));C52H100NO8P;897.7186557;898.3261
HMDB43220;TG(15:0/16:1(9Z)/o-18:0);C52H100O5;804.7570763;805.3474
HMDB43808;TG(15:0/o-18:0/16:1(9Z));C52H100O5;804.7570763;805.3474
